    0.000000    0.000000     17.225
    0.000000   10.000000      9.400
    0.000000   20.000000    -16.684
    0.000000   30.000000    -10.781
    0.000000   40.000000    -27.623
    0.000000   50.000000    -48.846
    0.000000   60.000000    -62.594
    0.000000   70.000000    -89.472
    0.000000   80.000000   -102.592
    0.000000   90.000000    -63.286
    0.000000  100.000000     -6.921
    0.000000  110.000000     33.539
    0.000000  120.000000     59.827
    0.000000  130.000000     76.024
    0.000000  140.000000     72.312
    0.000000  150.000000     62.403
    0.000000  160.000000     49.441
    0.000000  170.000000     32.046
    0.000000  180.000000     21.281
    0.000000  190.000000     15.321
    0.000000  200.000000     16.128
    0.000000  210.000000     12.914
    0.000000  220.000000      0.793
    0.000000  230.000000    -12.959
    0.000000  240.000000    -22.984
    0.000000  250.000000    -20.261
    0.000000  260.000000    -14.115
    0.000000  270.000000     -4.059
    0.000000  280.000000     14.630
    0.000000  290.000000     13.518
    0.000000  300.000000    -13.356
    0.000000  310.000000    -25.928
    0.000000  320.000000    -18.633
    0.000000  330.000000      2.450
    0.000000  340.000000     13.553
    0.000000  350.000000     19.127
   10.000000    0.000000     23.734
   10.000000   10.000000     21.506
   10.000000   20.000000      2.070
   10.000000   30.000000     -5.067
   10.000000   40.000000     -9.559
   10.000000   50.000000    -31.666
   10.000000   60.000000    -58.204
   10.000000   70.000000    -91.073
   10.000000   80.000000    -97.316
   10.000000   90.000000    -63.078
   10.000000  100.000000    -25.119
   10.000000  110.000000     11.084
   10.000000  120.000000     51.834
   10.000000  130.000000     59.851
   10.000000  140.000000     60.494
   10.000000  150.000000     45.268
   10.000000  160.000000     35.311
   10.000000  170.000000     24.559
   10.000000  180.000000     12.853
   10.000000  190.000000     12.119
   10.000000  200.000000     10.547
   10.000000  210.000000      1.399
   10.000000  220.000000    -11.150
   10.000000  230.000000    -29.038
   10.000000  240.000000    -39.299
   10.000000  250.000000    -29.238
   10.000000  260.000000    -11.452
   10.000000  270.000000      1.639
   10.000000  280.000000      0.911
   10.000000  290.000000    -10.428
   10.000000  300.000000    -41.457
   10.000000  310.000000    -42.593
   10.000000  320.000000    -16.907
   10.000000  330.000000      3.058
   10.000000  340.000000     17.347
   10.000000  350.000000     32.748
   20.000000    0.000000     30.859
   20.000000   10.000000     26.791
   20.000000   20.000000     14.222
   20.000000   30.000000      9.226
   20.000000   40.000000      1.830
   20.000000   50.000000    -30.704
   20.000000   60.000000    -42.447
   20.000000   70.000000    -60.641
   20.000000   80.000000    -68.062
   20.000000   90.000000    -59.472
   20.000000  100.000000    -38.139
   20.000000  110.000000    -13.184
   20.000000  120.000000     21.502
   20.000000  130.000000     37.988
   20.000000  140.000000     48.982
   20.000000  150.000000     41.493
   20.000000  160.000000     21.483
   20.000000  170.000000      8.984
   20.000000  180.000000      4.421
   20.000000  190.000000      9.855
   20.000000  200.000000      7.572
   20.000000  210.000000     -6.959
   20.000000  220.000000    -22.848
   20.000000  230.000000    -39.363
   20.000000  240.000000    -47.389
   20.000000  250.000000    -33.499
   20.000000  260.000000     -7.469
   20.000000  270.000000    -10.833
   20.000000  280.000000    -20.372
   20.000000  290.000000    -48.132
   20.000000  300.000000    -46.981
   20.000000  310.000000    -32.793
   20.000000  320.000000    -10.015
   20.000000  330.000000     17.138
   20.000000  340.000000     25.349
   20.000000  350.000000     31.117
   30.000000    0.000000     34.404
   30.000000   10.000000     28.135
   30.000000   20.000000     26.106
   30.000000   30.000000     16.055
   30.000000   40.000000     10.857
   30.000000   50.000000    -17.933
   30.000000   60.000000    -15.271
   30.000000   70.000000    -37.662
   30.000000   80.000000    -36.868
   30.000000   90.000000    -33.749
   30.000000  100.000000    -33.650
   30.000000  110.000000    -23.851
   30.000000  120.000000      7.855
   30.000000  130.000000     30.198
   30.000000  140.000000     41.779
   30.000000  150.000000     19.402
   30.000000  160.000000      3.310
   30.000000  170.000000     -6.826
   30.000000  180.000000     -7.199
   30.000000  190.000000     -5.281
   30.000000  200.000000     -8.673
   30.000000  210.000000    -15.880
   30.000000  220.000000    -27.958
   30.000000  230.000000    -40.358
   30.000000  240.000000    -42.463
   30.000000  250.000000    -29.960
   30.000000  260.000000    -23.227
   30.000000  270.000000    -27.438
   30.000000  280.000000    -32.382
   30.000000  290.000000    -51.639
   30.000000  300.000000    -40.635
   30.000000  310.000000    -17.507
   30.000000  320.000000     16.568
   30.000000  330.000000     30.224
   30.000000  340.000000     34.036
   30.000000  350.000000     43.542
   40.000000    0.000000     50.855
   40.000000   10.000000     45.194
   40.000000   20.000000     33.955
   40.000000   30.000000     38.900
   40.000000   40.000000     31.134
   40.000000   50.000000    -17.695
   40.000000   60.000000    -28.564
   40.000000   70.000000    -40.921
   40.000000   80.000000    -54.679
   40.000000   90.000000    -65.970
   40.000000  100.000000    -54.758
   40.000000  110.000000    -28.021
   40.000000  120.000000      2.320
   40.000000  130.000000     23.050
   40.000000  140.000000     37.678
   40.000000  150.000000     16.941
   40.000000  160.000000     -1.543
   40.000000  170.000000    -10.683
   40.000000  180.000000    -12.234
   40.000000  190.000000    -10.758
   40.000000  200.000000    -12.981
   40.000000  210.000000    -20.851
   40.000000  220.000000    -31.204
   40.000000  230.000000    -36.787
   40.000000  240.000000    -23.336
   40.000000  250.000000    -17.875
   40.000000  260.000000    -24.826
   40.000000  270.000000    -33.226
   40.000000  280.000000    -33.950
   40.000000  290.000000    -33.720
   40.000000  300.000000    -26.540
   40.000000  310.000000      1.050
   40.000000  320.000000     32.499
   40.000000  330.000000     58.891
   40.000000  340.000000     51.974
   40.000000  350.000000     49.027
   50.000000    0.000000     45.062
   50.000000   10.000000     47.993
   50.000000   20.000000     39.719
   50.000000   30.000000     27.451
   50.000000   40.000000     10.844
   50.000000   50.000000    -11.704
   50.000000   60.000000    -19.165
   50.000000   70.000000    -33.055
   50.000000   80.000000    -44.345
   50.000000   90.000000    -41.630
   50.000000  100.000000    -41.904
   50.000000  110.000000    -29.509
   50.000000  120.000000     -4.142
   50.000000  130.000000     14.936
   50.000000  140.000000     22.681
   50.000000  150.000000     20.313
   50.000000  160.000000      6.378
   50.000000  170.000000      3.256
   50.000000  180.000000     -5.777
   50.000000  190.000000      5.585
   50.000000  200.000000      7.492
   50.000000  210.000000     -0.001
   50.000000  220.000000    -11.399
   50.000000  230.000000    -18.176
   50.000000  240.000000    -15.545
   50.000000  250.000000    -17.688
   50.000000  260.000000    -23.725
   50.000000  270.000000    -34.846
   50.000000  280.000000    -39.408
   50.000000  290.000000    -26.136
   50.000000  300.000000    -12.531
   50.000000  310.000000     24.061
   50.000000  320.000000     44.342
   50.000000  330.000000     62.654
   50.000000  340.000000     61.796
   50.000000  350.000000     58.547
   60.000000    0.000000     47.879
   60.000000   10.000000     40.804
   60.000000   20.000000     18.927
   60.000000   30.000000     15.862
   60.000000   40.000000     11.359
   60.000000   50.000000      6.221
   60.000000   60.000000     -3.888
   60.000000   70.000000    -21.226
   60.000000   80.000000    -30.282
   60.000000   90.000000    -33.661
   60.000000  100.000000    -33.959
   60.000000  110.000000    -27.704
   60.000000  120.000000    -16.626
   60.000000  130.000000      0.246
   60.000000  140.000000     11.676
   60.000000  150.000000     16.412
   60.000000  160.000000     14.260
   60.000000  170.000000      9.214
   60.000000  180.000000      0.932
   60.000000  190.000000      9.690
   60.000000  200.000000     14.983
   60.000000  210.000000     14.390
   60.000000  220.000000     11.276
   60.000000  230.000000      0.048
   60.000000  240.000000    -16.094
   60.000000  250.000000    -30.944
   60.000000  260.000000    -41.929
   60.000000  270.000000    -46.777
   60.000000  280.000000    -41.841
   60.000000  290.000000    -22.521
   60.000000  300.000000      5.028
   60.000000  310.000000     28.822
   60.000000  320.000000     48.924
   60.000000  330.000000     63.896
   60.000000  340.000000     60.692
   60.000000  350.000000     55.816
   70.000000    0.000000     48.782
   70.000000   10.000000     41.896
   70.000000   20.000000     29.625
   70.000000   30.000000     19.811
   70.000000   40.000000     10.641
   70.000000   50.000000      2.530
   70.000000   60.000000     -3.181
   70.000000   70.000000     -9.787
   70.000000   80.000000    -12.738
   70.000000   90.000000    -11.744
   70.000000  100.000000    -14.489
   70.000000  110.000000     -8.502
   70.000000  120.000000     -8.284
   70.000000  130.000000     -5.404
   70.000000  140.000000     -0.354
   70.000000  150.000000      2.793
   70.000000  160.000000      3.453
   70.000000  170.000000      3.342
   70.000000  180.000000      2.425
   70.000000  190.000000      0.982
   70.000000  200.000000     -0.541
   70.000000  210.000000     -1.268
   70.000000  220.000000     -2.526
   70.000000  230.000000     -8.052
   70.000000  240.000000    -15.059
   70.000000  250.000000    -24.643
   70.000000  260.000000    -27.400
   70.000000  270.000000    -25.594
   70.000000  280.000000    -18.486
   70.000000  290.000000      2.942
   70.000000  300.000000     23.569
   70.000000  310.000000     29.071
   70.000000  320.000000     45.224
   70.000000  330.000000     55.945
   70.000000  340.000000     59.663
   70.000000  350.000000     55.922
   80.000000    0.000000     36.150
   80.000000   10.000000     35.221
   80.000000   20.000000     29.139
   80.000000   30.000000     24.264
   80.000000   40.000000     18.454
   80.000000   50.000000     12.973
   80.000000   60.000000      8.087
   80.000000   70.000000      2.484
   80.000000   80.000000      2.304
   80.000000   90.000000      1.492
   80.000000  100.000000      2.743
   80.000000  110.000000      1.529
   80.000000  120.000000      1.634
   80.000000  130.000000      1.045
   80.000000  140.000000      0.119
   80.000000  150.000000      2.428
   80.000000  160.000000      1.837
   80.000000  170.000000      0.988
   80.000000  180.000000      3.419
   80.000000  190.000000      2.443
   80.000000  200.000000      0.380
